case_id,component_id,area,kind,role,environment,scenario,primary_stream,priority,multitenant,external_dependency,mutable,allowed_role,iso_25010_focus,iso_29119_artifact,security_reference,source_family,local_ref,preconditions,expected_result,description,source_refs
UC-00049,AUTH_LOGIN,auth,router,platform_admin,PRECERT,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=boundary_max using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00050,AUTH_LOGIN,auth,router,platform_admin,PRECERT,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=unauthorized using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00051,AUTH_LOGIN,auth,router,platform_admin,PRECERT,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=cross_tenant using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00052,AUTH_LOGIN,auth,router,platform_admin,PRECERT,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=duplicate_request using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00053,AUTH_LOGIN,auth,router,platform_admin,PRECERT,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN,Component remains stable even when dependent collaborators are unavailable.,"Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=external_timeout using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00054,AUTH_LOGIN,auth,router,platform_admin,PRECERT,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=regression_route_guard using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00055,AUTH_LOGIN,auth,router,platform_admin,PRECERT,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=PRECERT;role=platform_admin;component=AUTH_LOGIN,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate AUTH_LOGIN for role=platform_admin, env=PRECERT, scenario=security_abuse using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00056,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,Access is denied or redirected without privilege escalation.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=happy_path using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00057,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,Validation error is returned without corrupting persisted state.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=missing_required using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00058,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=invalid_format using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00059,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,Minimum valid payload or state is processed consistently with documented defaults.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=boundary_min using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00060,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=boundary_max using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00061,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=unauthorized using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00062,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=cross_tenant using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00063,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=duplicate_request using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00064,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,Component remains stable even when dependent collaborators are unavailable.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=external_timeout using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00065,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=regression_route_guard using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00066,AUTH_LOGIN,auth,router,platform_admin,CERT_PROD_LIKE,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=CERT_PROD_LIKE;role=platform_admin;component=AUTH_LOGIN,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate AUTH_LOGIN for role=platform_admin, env=CERT_PROD_LIKE, scenario=security_abuse using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-00067,AUTH_LOGIN,auth,router,platform_auditor,development,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/api/routes/auth.py,environment=development;role=platform_auditor;component=AUTH_LOGIN,Access is denied or redirected without privilege escalation.,"Validate AUTH_LOGIN for role=platform_auditor, env=development, scenario=happy_path using auditable expectations.","app/api/routes/auth.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
